system:index,B11,B12,B4,B8,VH,VV,.geo
443,3392.734693877551,3187.326530612245,2805.925170068027,3241.6530612244896,-22.77268904867354,-14.681745900926893,"{""type"":""Point"",""coordinates"":[82.07361549090828,25.30535781724098]}"
444,3268.6184210526317,2913.4210526315787,2629.4210526315787,3214.3289473684213,-20.854476347689392,-13.258019660931756,"{""type"":""Point"",""coordinates"":[81.02554556908032,26.064841950885985]}"
445,3852.885542168675,3197.8192771084337,2471.0963855421687,4398.536144578313,-15.954927720310483,-9.11004078124524,"{""type"":""Point"",""coordinates"":[78.11475395518806,27.05616154777542]}"
446,3640.1388888888887,3047.8888888888887,2293.527777777778,3729.3055555555557,-17.75422874423258,-10.738169161562977,"{""type"":""Point"",""coordinates"":[82.42976887792315,27.18802438564905]}"
447,3673.0975609756097,3058.0243902439024,2235.9756097560976,4156.121951219512,-18.387699198480696,-10.98821694569568,"{""type"":""Point"",""coordinates"":[78.34415572849865,27.47279511485079]}"
448,3241.864864864865,2632.5135135135133,2051.891891891892,3609.810810810811,-18.137086668435188,-10.329549285402893,"{""type"":""Point"",""coordinates"":[79.38149570773174,25.85717010117684]}"
449,3324.2804878048782,2772.3658536585367,2382.487804878049,3591.378048780488,-16.08349137826203,-9.579634415447272,"{""type"":""Point"",""coordinates"":[79.01953489527061,29.052355421896284]}"
450,3489.4117647058824,2842.5882352941176,2127.794117647059,3886.279411764706,-16.662569105674674,-9.942861616794445,"{""type"":""Point"",""coordinates"":[80.20134339224744,26.34310766760303]}"
451,3339.6060606060605,2748.5151515151515,2134.409090909091,3650.287878787879,-16.07309822678132,-9.2477673538124,"{""type"":""Point"",""coordinates"":[82.0331189990363,26.768512248757315]}"
452,3954.4057971014495,3278.608695652174,2545.1014492753625,4156.782608695652,-17.439832762374248,-9.73588447011481,"{""type"":""Point"",""coordinates"":[82.46910249455048,25.70690278872988]}"
453,3634.463768115942,2893.855072463768,2171.4927536231885,4049.7971014492755,-17.171463866935134,-10.229549156859882,"{""type"":""Point"",""coordinates"":[82.43992225982889,25.419877064838875]}"
454,3875.36,3177.84,2326.4933333333333,3903.28,-17.237852699185964,-9.8443926683597,"{""type"":""Point"",""coordinates"":[81.01760232559829,25.344802126465787]}"
455,3309.219178082192,2460.2602739726026,1903.2876712328766,4084.027397260274,-13.952037998503396,-8.82252911304995,"{""type"":""Point"",""coordinates"":[79.79654303186214,25.858980123788385]}"
456,3462.125,2903.875,2140.15625,3536.59375,-18.915438535066027,-11.263976340577907,"{""type"":""Point"",""coordinates"":[83.95151776048665,26.59161048710072]}"
457,3420.28125,2784.09375,2204.96875,3642.65625,-16.647444234003927,-9.765225911659687,"{""type"":""Point"",""coordinates"":[83.96033300454027,26.858320179413592]}"
458,3936.1111111111113,3281.4444444444443,2458.6111111111113,3974.4166666666665,-18.239066526973225,-10.391834344222536,"{""type"":""Point"",""coordinates"":[80.84288882570584,25.653489485092564]}"
459,3900.5897435897436,3258.6923076923076,2380.25641025641,3971.3846153846152,-16.589185732988092,-9.784683669151296,"{""type"":""Point"",""coordinates"":[81.32467084644145,25.470684355678678]}"
460,3301.4761904761904,2611.214285714286,1989.857142857143,3792.285714285714,-15.96302867056062,-9.691255303528187,"{""type"":""Point"",""coordinates"":[78.78157583108957,29.025859196782637]}"
461,3514.2105263157896,2861.8684210526317,2155.5263157894738,3682.5789473684213,-17.760877858431023,-10.67336570605572,"{""type"":""Point"",""coordinates"":[79.56349966508432,25.426843226778786]}"
462,3251.878048780488,2615.609756097561,1936.0975609756097,3914.1951219512193,-16.183875663387013,-9.224108884355873,"{""type"":""Point"",""coordinates"":[78.73554530361676,27.7967384183025]}"
463,3602.0697674418607,2947.139534883721,2242.3953488372094,4138.441860465116,-16.425972711667207,-9.70186272155456,"{""type"":""Point"",""coordinates"":[78.81656997193151,28.24271164105489]}"
464,3375.4736842105262,2757.2894736842104,2058.4473684210525,4063.4473684210525,-16.85959254924051,-9.847503112221375,"{""type"":""Point"",""coordinates"":[79.41018597281567,28.263447574860535]}"
465,3728.5405405405404,2983.864864864865,2319.4594594594596,4030.864864864865,-17.645939063845255,-10.193412641394142,"{""type"":""Point"",""coordinates"":[82.91121418421965,24.80837349449604]}"
466,3854.15,3276.75,2587.25,4043.8,-17.964135835081382,-10.569975021526076,"{""type"":""Point"",""coordinates"":[79.51945610407918,27.646056256719838]}"
467,3454.877419354839,2749.7096774193546,2071.0387096774193,4235.864516129032,-16.37352550587263,-9.787297052868645,"{""type"":""Point"",""coordinates"":[78.050715991936,28.537754393614698]}"
468,3215.8888888888887,2581.527777777778,2060.6666666666665,3953.6111111111113,-16.963183446717537,-10.172585101928238,"{""type"":""Point"",""coordinates"":[77.1989855754496,29.46953271148472]}"
469,4185.565217391304,3427.014492753623,2476.1159420289855,3724.463768115942,-18.50820318369539,-11.350067320845001,"{""type"":""Point"",""coordinates"":[82.48054452446691,25.64831809253854]}"
470,3399.3972602739727,2663.6027397260273,2054.246575342466,3815.7123287671234,-17.420829563973225,-10.125868230016438,"{""type"":""Point"",""coordinates"":[83.01161715505819,24.787031091645922]}"
471,3647.909090909091,3054.8311688311687,2299.116883116883,4313.805194805195,-17.51783044828207,-10.508025300512843,"{""type"":""Point"",""coordinates"":[77.95416789466248,27.476836918684953]}"
472,3532.451612903226,2854.516129032258,2101.935483870968,3767.516129032258,-16.861791837433945,-10.212936186355192,"{""type"":""Point"",""coordinates"":[82.1688447782193,26.433826715510527]}"
473,3891.920792079208,3244.4653465346537,2455.29702970297,3916.4851485148515,-16.77519285843105,-9.302252159008633,"{""type"":""Point"",""coordinates"":[84.03442221376406,25.779934480823208]}"
474,3587.211764705882,2869.6470588235293,2097.764705882353,3813.6470588235293,-16.023612255580375,-9.827447161674682,"{""type"":""Point"",""coordinates"":[78.61376543900391,28.8712143948843]}"
475,3398.181818181818,2742.9545454545455,2027.5151515151515,3555.5454545454545,-15.608965302050807,-9.092064329068485,"{""type"":""Point"",""coordinates"":[80.67267575946957,28.050828177854246]}"
476,3063.3611111111113,2426.027777777778,1790.236111111111,3481.2638888888887,-15.622751103195512,-9.416232451368522,"{""type"":""Point"",""coordinates"":[78.2564071813729,29.28912343086761]}"
477,3001.230769230769,2311.9871794871797,1836.9166666666667,4034.0384615384614,-14.7069370087589,-8.465296691320543,"{""type"":""Point"",""coordinates"":[77.96084568281361,27.084500198430142]}"
478,3798.4117647058824,3070.764705882353,2313.0882352941176,4039.9117647058824,-17.120097634129678,-9.401648385428116,"{""type"":""Point"",""coordinates"":[82.83731482008659,26.00976120607065]}"
479,3041.032679738562,2368.908496732026,1841.5294117647059,3447.627450980392,-15.260147207961408,-9.282583686077874,"{""type"":""Point"",""coordinates"":[78.06562335298912,28.927060543419636]}"
480,3865.2702702702704,3206.162162162162,2378.135135135135,4154.5675675675675,-17.75132685062776,-10.601263763721123,"{""type"":""Point"",""coordinates"":[80.95568846649525,25.958235111159357]}"
481,3647.258823529412,2925.9882352941177,2022.5058823529412,3823.7764705882355,-16.496656437708015,-9.612354131487319,"{""type"":""Point"",""coordinates"":[78.27092196460956,24.87614692204748]}"
482,3778.8382352941176,3105.1029411764707,2322.794117647059,3855.6029411764707,-15.70456663135652,-9.276645055404835,"{""type"":""Point"",""coordinates"":[81.02844548209775,26.9188829178929]}"
483,3521.6666666666665,2794.246376811594,2076.68115942029,3963.304347826087,-15.617843392732953,-9.183781135288452,"{""type"":""Point"",""coordinates"":[80.61060543111077,27.10094483748084]}"
484,3606.8227848101264,2941.1518987341774,2258.3417721518986,3853.7974683544303,-16.187606486051163,-9.83710717101557,"{""type"":""Point"",""coordinates"":[79.69204710187799,27.949746753431647]}"
485,3595.0394736842104,2944.3947368421054,2130.0,3785.934210526316,-15.76265414239731,-9.465438726349412,"{""type"":""Point"",""coordinates"":[80.34739403665884,27.70625924695629]}"
486,3219.7662337662337,2619.1428571428573,1969.7402597402597,3539.116883116883,-17.864128355384416,-10.059528376624339,"{""type"":""Point"",""coordinates"":[78.6893463960304,25.503014393853054]}"
487,3756.128205128205,3098.6923076923076,2317.2820512820513,4075.25641025641,-16.88168954725405,-10.227032334702946,"{""type"":""Point"",""coordinates"":[81.80912356174697,25.766111373389155]}"
488,3874.0526315789475,3208.7105263157896,2961.4210526315787,4003.842105263158,-17.629663358436773,-10.232572633932731,"{""type"":""Point"",""coordinates"":[82.77976980534305,24.426288915019004]}"
489,3386.2162162162163,2836.135135135135,2148.891891891892,3950.4054054054054,-16.968221446397227,-9.975232172877304,"{""type"":""Point"",""coordinates"":[77.63226020715211,27.69350481209938]}"
490,3553.45,3137.3,2349.5,3474.775,-18.71787288731183,-10.873692260347253,"{""type"":""Point"",""coordinates"":[79.15927650260306,27.72707637688636]}"
491,3531.0555555555557,2792.972222222222,2095.25,4058.277777777778,-17.18710274533159,-10.413515091075128,"{""type"":""Point"",""coordinates"":[83.10114781742976,25.01101892789637]}"
492,3808.695652173913,3078.1159420289855,2229.2608695652175,4023.1159420289855,-17.370280514020408,-10.4904224409897,"{""type"":""Point"",""coordinates"":[82.4735750660031,25.476918538550184]}"
493,3248.8947368421054,2581.2894736842104,1940.7894736842106,3500.8947368421054,-15.763630504544324,-9.62683827790015,"{""type"":""Point"",""coordinates"":[79.6489396337778,28.489249463685848]}"
494,3034.939393939394,2428.939393939394,1935.7878787878788,3357.8030303030305,-15.252190715699465,-8.343979531817588,"{""type"":""Point"",""coordinates"":[80.6040329496406,28.370552640648157]}"
495,3718.0625,3149.9375,2428.0625,3906.3125,-16.931612435259293,-10.080719230815209,"{""type"":""Point"",""coordinates"":[83.1546448765623,26.348898057095127]}"
496,4058.2972972972975,3298.891891891892,2146.162162162162,3446.0,-17.948697272871172,-10.92223219485141,"{""type"":""Point"",""coordinates"":[81.23004396869784,25.090216589443695]}"
497,3558.5526315789475,2893.2631578947367,2276.3947368421054,3943.657894736842,-16.184184100389707,-9.826027297230496,"{""type"":""Point"",""coordinates"":[79.74049014572837,28.558155695950603]}"
498,3472.5675675675675,2829.5945945945946,2137.2972972972975,3774.2972972972975,-16.45932291249645,-9.360362497443704,"{""type"":""Point"",""coordinates"":[79.2601137833412,26.241726858469093]}"
499,4062.8285714285716,3406.714285714286,2636.6857142857143,4024.1714285714284,-19.13425193358472,-11.551571964159212,"{""type"":""Point"",""coordinates"":[83.96444403206097,25.98027433849544]}"
500,3707.635135135135,3059.0405405405404,2281.635135135135,3779.337837837838,-18.772023092212866,-11.736308309861391,"{""type"":""Point"",""coordinates"":[81.6865647635465,26.159484127191405]}"
501,3264.59375,2610.3125,1986.4375,3634.46875,-15.642613061738356,-8.789967964219974,"{""type"":""Point"",""coordinates"":[83.8278424445735,26.889758396684368]}"
502,3660.1111111111113,2976.5833333333335,2297.9444444444443,3933.6944444444443,-17.72189879433342,-9.852509373434751,"{""type"":""Point"",""coordinates"":[80.41769377043431,25.357467341842415]}"
503,3078.0,2549.6666666666665,2031.2777777777778,3635.0833333333335,-17.888144614935932,-10.461676560791068,"{""type"":""Point"",""coordinates"":[77.19951868650756,28.803021084374283]}"
504,3643.6216216216217,2995.837837837838,2312.5945945945946,4234.864864864865,-16.69459021658596,-9.886734861099773,"{""type"":""Point"",""coordinates"":[79.3368364557889,26.97915607608335]}"
505,3654.6857142857143,2996.0285714285715,2293.7428571428572,3897.3142857142857,-15.904759505423122,-7.390372708409107,"{""type"":""Point"",""coordinates"":[83.55201479666465,25.577353035736913]}"
506,3435.59375,2858.0625,2227.03125,3671.03125,-17.94500100835188,-10.161735852869217,"{""type"":""Point"",""coordinates"":[83.78086666075794,26.554570501510696]}"
507,3487.655172413793,2824.2413793103447,2403.103448275862,3787.655172413793,-15.98002577429329,-9.014047719806234,"{""type"":""Point"",""coordinates"":[83.88365160579288,27.15686003873124]}"
508,3765.6435643564355,3197.2178217821784,2445.168316831683,3892.960396039604,-16.359764167146867,-9.501052578818623,"{""type"":""Point"",""coordinates"":[84.06680088569871,26.059031594703455]}"
509,3723.714285714286,3085.1714285714284,2324.057142857143,4021.3142857142857,-17.404383539511727,-10.181773184939837,"{""type"":""Point"",""coordinates"":[83.84568191464855,25.696847695592872]}"
510,3457.2820512820513,2741.769230769231,2091.948717948718,4045.358974358974,-16.79124729130626,-10.052393102769738,"{""type"":""Point"",""coordinates"":[81.99400595009914,25.718520619266048]}"
511,3475.2705882352943,2880.705882352941,2123.294117647059,3441.1882352941175,-17.95359529816032,-10.42572524131679,"{""type"":""Point"",""coordinates"":[78.64998076038938,24.48650748853417]}"
512,3699.4864864864867,3017.027027027027,2180.6216216216217,3954.324324324324,-16.800024980815035,-9.454566622446162,"{""type"":""Point"",""coordinates"":[82.1614282309404,25.427105096253435]}"
513,3409.904761904762,2736.5714285714284,2185.8809523809523,3798.6666666666665,-15.373817638888264,-9.416201609428843,"{""type"":""Point"",""coordinates"":[78.92487264231717,29.086955206863166]}"
514,2918.09375,2136.625,1596.78125,3499.9375,-14.926391187134262,-8.2829026852141,"{""type"":""Point"",""coordinates"":[81.95921640183586,27.91082580181634]}"
515,3709.2,3069.4,2291.942857142857,4005.342857142857,-17.401988349248718,-10.021145054255943,"{""type"":""Point"",""coordinates"":[83.35468953209063,25.496107741081474]}"
516,3494.6451612903224,2918.2580645161293,2159.3225806451615,3733.548387096774,-16.448526824502025,-9.878025659098752,"{""type"":""Point"",""coordinates"":[82.42153079665667,26.695721630399913]}"
517,3563.523076923077,2969.3846153846152,2168.6153846153848,3966.7384615384617,-16.68535902010995,-9.987212376857096,"{""type"":""Point"",""coordinates"":[78.44247235439103,28.4468033793202]}"
518,3118.133333333333,2581.4,2101.6,3457.12,-17.230880141939547,-10.733406128213176,"{""type"":""Point"",""coordinates"":[80.02910748736184,28.04179116441551]}"
519,3260.5,2661.9166666666665,1992.0555555555557,3878.4444444444443,-16.852878161538598,-9.89376644604326,"{""type"":""Point"",""coordinates"":[77.71110153305422,28.78226728666639]}"
520,3901.609756097561,3305.4634146341464,2317.5853658536585,4269.292682926829,-17.018532546423142,-9.98767195268983,"{""type"":""Point"",""coordinates"":[78.20881927603983,27.35444525069975]}"
521,3500.65625,2783.6875,2075.15625,3725.25,-16.21562071006421,-9.545563809448042,"{""type"":""Point"",""coordinates"":[83.36619751470494,26.7049087165988]}"
522,3497.4358974358975,2911.0897435897436,2343.769230769231,4072.6794871794873,-17.759129101457543,-10.728380188822484,"{""type"":""Point"",""coordinates"":[79.05525614190462,26.79692499675429]}"
523,3903.625,3267.71875,2837.9375,4380.03125,-17.09492006558227,-10.322915802522786,"{""type"":""Point"",""coordinates"":[83.10707626820428,26.456481098104092]}"
524,3319.9444444444443,2680.4444444444443,2002.9166666666667,3715.0,-15.714206904613032,-9.453700955359166,"{""type"":""Point"",""coordinates"":[77.78964360963646,29.540568659344153]}"
525,3709.108108108108,3200.0810810810813,2448.108108108108,4080.2432432432433,-18.46310905511976,-11.580577277812917,"{""type"":""Point"",""coordinates"":[77.65068263416313,27.674590446885233]}"
526,3742.013698630137,3017.931506849315,2154.849315068493,3789.821917808219,-17.28535602883178,-10.53333639052431,"{""type"":""Point"",""coordinates"":[82.51346837290357,25.06921939104822]}"
527,3906.942028985507,3193.550724637681,2340.072463768116,4116.057971014493,-17.18124660845006,-10.397532567809021,"{""type"":""Point"",""coordinates"":[82.29550162004057,25.499951611748102]}"
528,3793.8125,3135.375,2364.0,4061.125,-15.941479010353778,-9.106491514622368,"{""type"":""Point"",""coordinates"":[83.11801440750288,26.243761776397854]}"
529,3380.2903225806454,2779.8709677419356,2189.8709677419356,3566.2580645161293,-16.58760475240696,-9.632362732790472,"{""type"":""Point"",""coordinates"":[82.33216501784324,26.80071636867506]}"
530,3974.3529411764707,3302.573529411765,2378.676470588235,4351.382352941177,-16.830508216798098,-10.01384136908787,"{""type"":""Point"",""coordinates"":[80.13769158730486,26.716286035784186]}"
531,3368.457142857143,2762.114285714286,2168.542857142857,3621.114285714286,-17.549321893122475,-10.606966834406165,"{""type"":""Point"",""coordinates"":[83.83169350935384,25.465985211798014]}"
532,3502.756097560976,2929.3414634146343,2209.7073170731705,3847.731707317073,-15.921929713172295,-9.279529729502823,"{""type"":""Point"",""coordinates"":[78.57637650841454,27.607245614140414]}"
533,3332.6774193548385,2678.6129032258063,1954.3548387096773,3689.8387096774195,-16.800787415587497,-10.282661569277117,"{""type"":""Point"",""coordinates"":[82.18229750065576,26.42623758882019]}"
534,3908.972222222222,3006.222222222222,1965.4166666666667,3494.3333333333335,-16.177452869135266,-9.656717860930575,"{""type"":""Point"",""coordinates"":[83.09686771189344,24.512911851794083]}"
535,3431.96875,2811.5,2168.28125,3794.78125,-16.352579171454448,-8.815446735990772,"{""type"":""Point"",""coordinates"":[83.88362226477241,26.491508378443417]}"
536,3664.5675675675675,3061.324324324324,2252.7027027027025,4122.594594594595,-16.820315540507938,-9.985325363768093,"{""type"":""Point"",""coordinates"":[79.76747404573912,27.009626078720167]}"
537,3971.974358974359,3303.4871794871797,2453.871794871795,3935.3333333333335,-18.17836910918471,-11.259731593859245,"{""type"":""Point"",""coordinates"":[81.676336916377,25.800519361953885]}"
538,3040.279411764706,2816.3823529411766,2461.544117647059,2760.764705882353,-10.742649989630626,-5.317281150201065,"{""type"":""Point"",""coordinates"":[80.34041540093767,26.46636919697917]}"
539,3237.7297297297296,2684.4864864864867,2156.4864864864867,3410.2702702702704,-17.93126619382763,-9.670945959356409,"{""type"":""Point"",""coordinates"":[79.1763200834133,25.846519653311905]}"
540,3138.5460122699387,2480.4907975460123,2045.196319018405,3963.7852760736196,-15.608624368004874,-9.382375114261805,"{""type"":""Point"",""coordinates"":[79.02042064269385,28.902369151952264]}"
541,3697.4054054054054,3202.837837837838,2532.972972972973,3672.5675675675675,-15.788764184204263,-9.12835346960104,"{""type"":""Point"",""coordinates"":[79.4291404487985,25.974610687387063]}"
542,2949.90625,2192.75,1620.21875,3538.9375,-15.837727418462734,-8.994719222306692,"{""type"":""Point"",""coordinates"":[81.95901708120356,27.86229757423935]}"
543,4007.4102564102564,3341.4871794871797,2523.3076923076924,4036.4358974358975,-18.176962975734398,-10.79788843526497,"{""type"":""Point"",""coordinates"":[81.1036348869016,25.903807039859203]}"
544,3887.181818181818,3342.8506493506493,2513.8311688311687,4199.62987012987,-17.988022884701618,-10.461084296540452,"{""type"":""Point"",""coordinates"":[78.05739234524486,27.420553551707318]}"
545,3461.5151515151515,2793.4242424242425,2373.1363636363635,3905.439393939394,-15.724544188456814,-9.243877529018402,"{""type"":""Point"",""coordinates"":[82.06389232566347,26.83363087742633]}"
546,3032.0555555555557,2431.1111111111113,1964.2222222222222,3615.1111111111113,-15.64681772654041,-9.339620648008207,"{""type"":""Point"",""coordinates"":[77.87418394679628,29.421277625358346]}"
547,3555.942857142857,2959.0,2259.7714285714287,3975.0857142857144,-18.063049598369467,-10.498140330819943,"{""type"":""Point"",""coordinates"":[83.77880618703884,25.65576595894186]}"
548,3660.1641791044776,2983.507462686567,2281.5223880597014,4060.716417910448,-16.83942174782283,-9.75503220468914,"{""type"":""Point"",""coordinates"":[81.0434945930292,27.14125358219655]}"
549,3595.2162162162163,2964.135135135135,2229.972972972973,4100.675675675676,-16.698006334916215,-9.74826981381413,"{""type"":""Point"",""coordinates"":[79.34378120496234,27.008515894328436]}"
550,3660.3888888888887,2764.6944444444443,1943.861111111111,3577.9166666666665,-16.80709649340481,-9.59050969475825,"{""type"":""Point"",""coordinates"":[83.21903503597099,24.43744611185246]}"
551,3755.4057971014495,3050.449275362319,2518.2753623188405,4186.884057971014,-18.061595524488506,-10.62604935567575,"{""type"":""Point"",""coordinates"":[83.06298810568123,25.925492325059146]}"
552,3533.4246575342468,2861.2328767123286,2124.150684931507,4018.041095890411,-16.71036626983305,-10.235247710283202,"{""type"":""Point"",""coordinates"":[79.92704865763015,26.411109603531553]}"
553,3639.5882352941176,3035.3411764705884,2152.5882352941176,3613.4470588235295,-17.510266508371934,-10.740932316679103,"{""type"":""Point"",""coordinates"":[78.61650952797942,24.655101569254995]}"
554,3026.205882352941,2466.705882352941,2090.470588235294,3444.735294117647,-15.299013196195817,-8.855732832673459,"{""type"":""Point"",""coordinates"":[81.02126404202619,26.80941030252404]}"
555,3612.6962025316457,2973.3797468354433,2280.8354430379745,4034.506329113924,-16.975931177693546,-10.189587509343575,"{""type"":""Point"",""coordinates"":[79.53762070800573,27.972738967242275]}"
556,3637.15,2990.7357142857145,2283.6285714285714,3733.7,-17.75318733581619,-10.758580131995052,"{""type"":""Point"",""coordinates"":[82.02740185888968,26.168696243624115]}"
557,3445.777777777778,2743.75,2028.9166666666667,3606.3611111111113,-16.604857916122565,-10.288023331885835,"{""type"":""Point"",""coordinates"":[82.162949041872,27.279293275574588]}"
558,3244.475,2841.9,2467.875,3417.775,-20.313460050917065,-12.694268721032646,"{""type"":""Point"",""coordinates"":[79.64764694008319,27.57626959645711]}"
559,3770.6111111111113,3092.3888888888887,2316.6666666666665,3964.9444444444443,-17.01403439256813,-9.986083590169079,"{""type"":""Point"",""coordinates"":[80.96086848857028,25.478464304009826]}"
560,3838.0151515151515,3174.5757575757575,2304.212121212121,3916.5454545454545,-17.394014100200682,-10.786697260136688,"{""type"":""Point"",""coordinates"":[82.16717391864739,26.20274553355198]}"
561,3850.59375,3236.78125,2430.875,3869.0,-17.64367450274721,-10.727928715473496,"{""type"":""Point"",""coordinates"":[81.62713163627791,27.85030890593259]}"
562,3490.5,2834.5555555555557,2124.0,3846.722222222222,-17.359014896668167,-9.54190290658524,"{""type"":""Point"",""coordinates"":[80.68070116506229,25.47075273112578]}"
563,3659.787878787879,3023.0,2234.348484848485,3886.2727272727275,-16.95700662492322,-9.908374060808129,"{""type"":""Point"",""coordinates"":[82.31991299022711,26.1540757632897]}"
564,3507.891891891892,2827.4054054054054,2132.7837837837837,3756.2162162162163,-16.623462742847387,-9.47422559087413,"{""type"":""Point"",""coordinates"":[80.52414791429376,25.212377934230343]}"
565,3383.445945945946,2668.6216216216217,1982.5945945945946,3696.310810810811,-15.600720146208616,-9.257557918387647,"{""type"":""Point"",""coordinates"":[80.64018757572572,27.79459620352436]}"
566,3723.4285714285716,3037.2285714285713,2274.0285714285715,4006.0,-17.222032390795615,-8.87658313015744,"{""type"":""Point"",""coordinates"":[83.10081333485331,25.39978227247568]}"
567,3713.247058823529,3051.4,2133.258823529412,3568.894117647059,-17.281703527306338,-9.929418427660378,"{""type"":""Point"",""coordinates"":[78.87206113895384,24.47477422957555]}"
568,3641.597222222222,2913.472222222222,2174.4305555555557,4010.2638888888887,-15.623762731197006,-9.356769321507754,"{""type"":""Point"",""coordinates"":[80.13651153602059,25.96819118784574]}"
569,3443.8536585365855,2901.2195121951218,2224.6341463414633,3687.121951219512,-18.44810307447252,-11.226081786279812,"{""type"":""Point"",""coordinates"":[79.54812397730163,27.753105272356596]}"
570,2871.6486486486488,2403.0,2111.054054054054,3149.7837837837837,-17.416303167586516,-10.884207830964336,"{""type"":""Point"",""coordinates"":[82.77471764810696,25.120196492493477]}"
571,3332.675675675676,2791.7567567567567,2042.3783783783783,3629.7837837837837,-16.995847224560308,-10.22394254304439,"{""type"":""Point"",""coordinates"":[80.32257122574205,28.263348800454484]}"
572,3227.3194444444443,2520.222222222222,1912.875,3607.9583333333335,-15.735697519588765,-9.50397996470621,"{""type"":""Point"",""coordinates"":[78.57855794823725,28.98026357054608]}"
573,3833.1794871794873,3158.7179487179487,2390.4102564102564,4034.846153846154,-16.994039222939826,-10.156407598165954,"{""type"":""Point"",""coordinates"":[81.87461618551892,25.822795793325096]}"
574,3431.8064516129034,2783.0,1959.032258064516,3497.2258064516127,-15.706544220498568,-9.453793481243686,"{""type"":""Point"",""coordinates"":[77.73801892090067,30.24236072956683]}"
575,3668.2916666666665,2995.9305555555557,2269.5694444444443,4111.194444444444,-17.012062149445534,-10.164484574116345,"{""type"":""Point"",""coordinates"":[80.24039041894376,26.079205391892348]}"
576,3402.527777777778,2793.8888888888887,2242.472222222222,4031.6111111111113,-17.12942542602603,-10.273305248486237,"{""type"":""Point"",""coordinates"":[77.18865374984354,29.32120112312861]}"
577,3802.8,3148.3142857142857,2414.714285714286,3893.0,-18.206744979135816,-10.368893752005343,"{""type"":""Point"",""coordinates"":[83.24509988881663,25.616808529681723]}"
578,3469.4444444444443,2865.75,2125.8333333333335,3876.027777777778,-16.543010260098452,-9.87496782309696,"{""type"":""Point"",""coordinates"":[77.39957122416085,28.712148763961007]}"
579,3589.8507462686566,2927.044776119403,2216.791044776119,3864.6567164179105,-16.751466927534345,-10.175308939235352,"{""type"":""Point"",""coordinates"":[81.74973367926818,27.08852589359092]}"
580,3750.027027027027,3084.0,2267.9324324324325,3919.7837837837837,-17.37963291071809,-10.721510789677218,"{""type"":""Point"",""coordinates"":[81.92598643735832,26.16486380476458]}"
581,3914.75,3194.6666666666665,2297.027777777778,4078.527777777778,-14.882012239704869,-9.301979406502861,"{""type"":""Point"",""coordinates"":[80.27336976372104,25.58394060939382]}"
582,3695.425,3102.275,2310.075,4096.05,-16.474386430861134,-9.388500970298484,"{""type"":""Point"",""coordinates"":[79.65331335578985,27.136749959768093]}"
583,3409.2,2722.6857142857143,2087.9142857142856,3835.6857142857143,-16.04851854835782,-9.021019857959457,"{""type"":""Point"",""coordinates"":[81.46919692298633,26.786498910454053]}"
584,3953.230769230769,3222.5641025641025,2388.4615384615386,3884.5128205128203,-17.49770175730706,-10.766069530379822,"{""type"":""Point"",""coordinates"":[81.73960988316486,25.849453633876475]}"
585,3908.2631578947367,3087.0263157894738,2358.5789473684213,3728.157894736842,-15.889308368669473,-8.986065638941822,"{""type"":""Point"",""coordinates"":[82.88191111702974,24.533626893391737]}"
586,3484.051282051282,2833.5384615384614,2096.74358974359,3847.0,-16.006666618413433,-9.629585771880192,"{""type"":""Point"",""coordinates"":[81.96127239097235,25.984420140727067]}"
587,2736.5151515151515,1955.469696969697,1502.8636363636363,3188.909090909091,-14.018265396005178,-7.081269673186143,"{""type"":""Point"",""coordinates"":[80.8811047036035,28.39230956495255]}"
588,3567.75,2991.825,2416.5,4144.025,-17.515329126433063,-10.354992173011711,"{""type"":""Point"",""coordinates"":[79.57702046633324,27.570294197619486]}"
589,3502.025,2867.175,2126.925,4070.1,-16.79834792361533,-10.073381645178888,"{""type"":""Point"",""coordinates"":[79.40019698639254,27.485829791373206]}"
590,3268.0731707317073,2595.6585365853657,1973.8536585365853,3682.756097560976,-15.697480459749471,-9.063258540887368,"{""type"":""Point"",""coordinates"":[79.96447730577728,27.72145005988925]}"
591,3585.712121212121,3079.8636363636365,2346.787878787879,3793.1969696969695,-18.663616335691604,-11.785402330008209,"{""type"":""Point"",""coordinates"":[84.31439558972434,25.90611479358003]}"
592,3510.951219512195,2673.0,2012.4878048780488,4134.390243902439,-15.121547947209411,-9.368969062608924,"{""type"":""Point"",""coordinates"":[78.54920018527336,26.96063371776695]}"
593,3917.0,3354.9310344827586,2373.7241379310344,3680.4827586206898,-18.47664428557173,-10.772804668114484,"{""type"":""Point"",""coordinates"":[83.41926160884923,27.306000303096514]}"
594,3661.28125,3032.6875,2140.5625,3749.46875,-17.121855717331364,-10.13531549534406,"{""type"":""Point"",""coordinates"":[83.6271772649284,26.559780797442254]}"
595,3025.9113924050635,2406.0759493670885,1796.9620253164558,3596.1772151898736,-15.08624319418666,-8.800793875696492,"{""type"":""Point"",""coordinates"":[78.39151343375843,28.6716053075059]}"
596,4011.6969696969695,3343.7272727272725,2552.878787878788,4246.181818181818,-17.076737673641052,-10.07367103583583,"{""type"":""Point"",""coordinates"":[80.90090018012341,26.298746104752745]}"
597,3552.2285714285713,2857.8571428571427,2108.1714285714284,3907.7714285714287,-16.035711062230007,-9.458052090345042,"{""type"":""Point"",""coordinates"":[81.63414927018496,26.40664469060442]}"
