system:index,B11,B12,B4,B8,VH,VV,.geo
2760,3988.487804878049,3366.243902439024,2532.5365853658536,4293.09756097561,-16.803553731036452,-9.65029784678121,"{""type"":""Point"",""coordinates"":[78.46324429284296,26.949880784539708]}"
2761,3590.8227848101264,2966.9367088607596,2334.9620253164558,3914.1139240506327,-16.670076234902155,-10.224143495695923,"{""type"":""Point"",""coordinates"":[78.29694748831756,28.60289016799742]}"
2762,4211.878787878788,3609.151515151515,2627.5757575757575,3900.030303030303,-16.07185768258647,-8.451368735709387,"{""type"":""Point"",""coordinates"":[80.82363032080677,26.668844428909843]}"
2763,3582.6285714285714,2956.057142857143,2287.8,3908.4285714285716,-18.85657634884493,-10.965351941561899,"{""type"":""Point"",""coordinates"":[83.78752752669344,25.974581521693736]}"
2764,3863.181818181818,3205.818181818182,2390.6666666666665,4033.3939393939395,-16.555074494659724,-9.756848329751167,"{""type"":""Point"",""coordinates"":[80.77123084697061,26.310529812348236]}"
2765,3336.0967741935483,2829.0,2255.8709677419356,3553.2580645161293,-16.410271180789287,-10.10291002537657,"{""type"":""Point"",""coordinates"":[77.20358440762058,29.900182569224373]}"
2766,3329.787878787879,2711.5,2107.651515151515,3701.4848484848485,-16.587579011990346,-9.677702856039987,"{""type"":""Point"",""coordinates"":[83.97639491195369,26.92673287261563]}"
2767,3719.6290322580644,3063.2258064516127,2236.1612903225805,3857.1129032258063,-16.70810424820062,-10.13155070740844,"{""type"":""Point"",""coordinates"":[82.79872006239665,26.885250711955788]}"
2768,3564.5142857142855,2897.3714285714286,2238.6857142857143,3855.8285714285716,-17.007525449467884,-10.31817144423408,"{""type"":""Point"",""coordinates"":[81.68907621141295,26.372381282421024]}"
2769,3435.7638888888887,2853.840277777778,2145.027777777778,3388.715277777778,-16.853113927141973,-9.451405564281835,"{""type"":""Point"",""coordinates"":[80.02945421429867,25.451327480630777]}"
2770,4130.625,3379.5555555555557,2661.7986111111113,4221.354166666667,-17.288817273760564,-10.783179935495886,"{""type"":""Point"",""coordinates"":[81.02310776925339,26.139515785682384]}"
2771,3739.235294117647,3132.794117647059,2316.1323529411766,3962.6176470588234,-17.201712713750634,-10.451368015475978,"{""type"":""Point"",""coordinates"":[80.42408848197293,26.935408010651884]}"
2772,3738.5384615384614,3119.846153846154,2279.6666666666665,3914.5128205128203,-16.6515856204566,-9.64361492716502,"{""type"":""Point"",""coordinates"":[81.27707558103727,25.53620645896991]}"
2773,3777.0,3096.6666666666665,2294.8115942028985,4183.913043478261,-16.40159654799842,-9.28273433482558,"{""type"":""Point"",""coordinates"":[82.64878345940504,25.765544744493116]}"
2774,3347.7631578947367,2708.684210526316,2129.5789473684213,3644.2631578947367,-16.057595329966748,-9.712969460025269,"{""type"":""Point"",""coordinates"":[79.91868743086265,28.37599884796233]}"
2775,3670.1666666666665,3015.6388888888887,2192.75,3626.3333333333335,-16.73130378956902,-9.746252978226275,"{""type"":""Point"",""coordinates"":[80.29290761491673,25.725462584952147]}"
2776,3716.3414634146343,3084.3658536585367,2412.7073170731705,4204.048780487805,-16.330362070259554,-9.470336076819699,"{""type"":""Point"",""coordinates"":[78.92666043726122,27.34619511133196]}"
2777,3744.027777777778,3014.8611111111113,2208.4166666666665,4126.694444444444,-17.16203857272245,-9.833861721907414,"{""type"":""Point"",""coordinates"":[80.69196817544895,25.739338926032012]}"
2778,3537.2948717948716,2899.5384615384614,2146.24358974359,3834.346153846154,-16.82791864742489,-10.312186735508014,"{""type"":""Point"",""coordinates"":[79.63729542120343,28.012833485110217]}"
2779,3607.1714285714284,2930.0,2150.457142857143,3972.1428571428573,-17.37302344849656,-10.55278080541043,"{""type"":""Point"",""coordinates"":[81.55715469729607,26.74745246572962]}"
2780,3542.657142857143,2855.8285714285716,2148.342857142857,3921.3142857142857,-17.11574960508803,-10.312067271884223,"{""type"":""Point"",""coordinates"":[81.2302383683364,26.603526033969473]}"
2781,3843.59375,3272.21875,2409.25,3787.9375,-17.230333264816444,-9.687547854887573,"{""type"":""Point"",""coordinates"":[81.31634057482499,27.723669162043016]}"
2782,3701.8115942028985,3048.144927536232,2257.057971014493,3957.7391304347825,-16.298999080229283,-9.02282168870073,"{""type"":""Point"",""coordinates"":[82.58522383055492,25.536280810892865]}"
2783,4099.709677419355,3464.0,2577.064516129032,4003.935483870968,-18.368105506640774,-10.476047341601115,"{""type"":""Point"",""coordinates"":[82.98556474746677,26.228604882435157]}"
2784,3611.75,2893.375,2031.3125,3625.59375,-15.932774128081869,-9.265812274918849,"{""type"":""Point"",""coordinates"":[81.52607132713078,27.894297160352274]}"
2785,4052.7073170731705,3457.243902439024,2564.3414634146343,4284.536585365854,-17.71266981671946,-10.748142779376128,"{""type"":""Point"",""coordinates"":[78.59985960959119,26.899556351507318]}"
2786,3109.8611111111113,2471.6944444444443,1832.9444444444443,3582.5555555555557,-15.895884968672497,-9.620638681013759,"{""type"":""Point"",""coordinates"":[77.55933610143356,28.93269318309095]}"
2787,3200.3529411764707,2626.1470588235293,1980.4117647058824,3545.5588235294117,-15.560267908178632,-8.762016802519964,"{""type"":""Point"",""coordinates"":[84.13598829352325,26.782208006369586]}"
2788,3826.233333333333,3111.3333333333335,2317.9333333333334,3931.516666666667,-16.632225955084643,-10.337926366719906,"{""type"":""Point"",""coordinates"":[80.37317022410677,26.33992075802031]}"
2789,1370.04,1309.8133333333333,1493.4,1499.16,-27.56247623879141,-20.348940445932065,"{""type"":""Point"",""coordinates"":[80.0632881455388,28.786580487628736]}"
2790,3177.222222222222,2475.527777777778,2024.0,3921.277777777778,-16.161321766840924,-9.594454707079041,"{""type"":""Point"",""coordinates"":[77.30878482269344,29.601936567208597]}"
2791,3542.189189189189,3017.2432432432433,2333.7837837837837,3665.9189189189187,-17.88369659952592,-10.073417410629585,"{""type"":""Point"",""coordinates"":[79.19565047470101,25.941765695079866]}"
2792,3782.641025641026,3117.128205128205,2249.948717948718,4002.128205128205,-16.63249888168027,-9.963856948981835,"{""type"":""Point"",""coordinates"":[81.4532360284669,25.330666244039985]}"
2793,3691.5454545454545,3004.787878787879,2291.0,3987.030303030303,-16.77431608757232,-10.017076447345978,"{""type"":""Point"",""coordinates"":[80.77179305285476,26.697462416883077]}"
2794,3500.3513513513512,2898.7297297297296,2120.4324324324325,4080.2432432432433,-16.698565957935152,-9.848319395307742,"{""type"":""Point"",""coordinates"":[79.97903836054184,26.848795522247]}"
2795,3721.1159420289855,2973.942028985507,2155.7391304347825,4056.753623188406,-16.59124038602771,-9.71647632850531,"{""type"":""Point"",""coordinates"":[82.56471783346328,25.5416403605279]}"
2796,3325.6585365853657,2692.987804878049,2190.256097560976,3894.109756097561,-16.461490315165385,-10.123670796486046,"{""type"":""Point"",""coordinates"":[78.95820488352075,29.077374422500345]}"
2797,3868.794117647059,3215.544117647059,2378.794117647059,4069.6029411764707,-17.97140966199642,-10.731123851476749,"{""type"":""Point"",""coordinates"":[80.31812438109432,26.893996376329167]}"
2798,3598.128205128205,2851.128205128205,2303.25641025641,4053.641025641026,-16.851176522689933,-10.158727970397555,"{""type"":""Point"",""coordinates"":[81.18367874625424,26.037859577144726]}"
2799,3764.285714285714,3052.057142857143,2204.6857142857143,4131.171428571429,-17.738622597942683,-10.881781197677029,"{""type"":""Point"",""coordinates"":[81.15494184647177,26.307982724449147]}"
2800,3536.4054054054054,2866.2837837837837,2162.4864864864867,3918.4189189189187,-17.014631469178365,-10.233792409817001,"{""type"":""Point"",""coordinates"":[81.48505341272451,26.163436832230037]}"
2801,3593.527027027027,2856.189189189189,2105.7027027027025,3801.7027027027025,-16.9559561418596,-10.183736117061787,"{""type"":""Point"",""coordinates"":[82.05556952117543,25.704636285194983]}"
2802,3844.9538461538464,3216.4461538461537,2364.2615384615383,3778.523076923077,-16.709506878959925,-9.780864675644121,"{""type"":""Point"",""coordinates"":[82.77429768842308,27.411201549800047]}"
2803,3083.592105263158,2533.1973684210525,2171.7368421052633,3770.8815789473683,-16.904603760273776,-10.089445186722958,"{""type"":""Point"",""coordinates"":[77.13501720723546,29.695125471477045]}"
2804,3812.78125,3182.0625,2343.75,3835.15625,-17.301591423504746,-10.17649997927375,"{""type"":""Point"",""coordinates"":[81.71302796565577,27.521261744519734]}"
2805,3438.3888888888887,2823.5138888888887,2186.152777777778,3864.6666666666665,-16.558781199637988,-9.866875419825751,"{""type"":""Point"",""coordinates"":[77.43333141117434,28.856983388918426]}"
2806,3501.75,2840.28125,2085.921875,3804.4375,-16.792312370891825,-9.86653167345019,"{""type"":""Point"",""coordinates"":[80.16150664185113,25.53647687170697]}"
2807,3539.6451612903224,2922.722580645161,2195.5032258064516,3957.4193548387098,-17.133435439982183,-10.05431969963355,"{""type"":""Point"",""coordinates"":[78.1290745624446,28.33086671131578]}"
2808,3314.8030303030305,2713.3333333333335,2078.5757575757575,3445.4242424242425,-17.244125652523906,-10.425398863645677,"{""type"":""Point"",""coordinates"":[84.02445491070426,26.85164590343581]}"
2809,3488.1111111111113,2635.75,1815.9166666666667,3284.3611111111113,-15.145319846477905,-8.961453457442405,"{""type"":""Point"",""coordinates"":[83.32382130488607,24.923897182187513]}"
2810,3474.0,2888.53125,2122.4375,3639.96875,-17.952297319565186,-10.583158384902882,"{""type"":""Point"",""coordinates"":[83.49644126627811,26.86061566306387]}"
2811,3710.972972972973,3077.9189189189187,2343.945945945946,3978.054054054054,-18.570104757026996,-11.323764223560584,"{""type"":""Point"",""coordinates"":[79.44672739480346,26.86732991081225]}"
2812,3788.2558139534885,3074.767441860465,2258.5116279069766,3847.8372093023254,-16.529528858610927,-9.981644325084435,"{""type"":""Point"",""coordinates"":[79.57896780643671,25.21549521220647]}"
2813,3511.3611111111113,2817.5,2135.972222222222,3838.0,-16.788337406489358,-9.228703451830347,"{""type"":""Point"",""coordinates"":[83.33321036704936,25.199346402981046]}"
2814,3814.8117647058825,3199.5176470588235,2277.9411764705883,3742.1294117647058,-17.04907267534175,-9.029671458757647,"{""type"":""Point"",""coordinates"":[78.39580029517207,24.576229123208797]}"
2815,3181.095238095238,2514.6666666666665,1929.095238095238,3724.0238095238096,-15.654434557689116,-9.492618208630242,"{""type"":""Point"",""coordinates"":[78.80891290554335,29.12113497877835]}"
2816,3362.6202531645567,2641.974683544304,1963.0379746835442,4082.9367088607596,-16.3584158878987,-9.460941820795554,"{""type"":""Point"",""coordinates"":[78.45770656115072,28.58497916746335]}"
2817,3655.6388888888887,2925.0555555555557,2224.6388888888887,4089.75,-17.37368170293212,-9.866126429382115,"{""type"":""Point"",""coordinates"":[80.75847477448413,25.397199381632355]}"
2818,3662.230769230769,2972.974358974359,2204.846153846154,3939.5384615384614,-16.93888974909027,-9.895122890559666,"{""type"":""Point"",""coordinates"":[81.1779793401251,25.763328001730724]}"
2819,3826.342857142857,3078.5714285714284,2304.4857142857145,3526.714285714286,-17.295379235290884,-10.45440136989777,"{""type"":""Point"",""coordinates"":[83.09011856773284,23.932358619779873]}"
2820,3428.2105263157896,2760.0526315789475,2149.342105263158,3889.5263157894738,-16.27689839675522,-9.849026108723596,"{""type"":""Point"",""coordinates"":[79.76092956393927,28.113895612886466]}"
2821,3972.0810810810813,3250.4054054054054,2360.3783783783783,4235.783783783784,-17.07886281322854,-10.310046066561673,"{""type"":""Point"",""coordinates"":[80.39763648397765,26.082388671923376]}"
2822,3578.1935483870966,2973.516129032258,2298.2903225806454,3801.564516129032,-17.646558581060447,-10.439666890731333,"{""type"":""Point"",""coordinates"":[82.93437921091524,26.558961525303257]}"
2823,3792.2368421052633,3118.2105263157896,2289.3684210526317,4064.1710526315787,-17.965518848751035,-11.073900738997223,"{""type"":""Point"",""coordinates"":[81.41615781775623,25.25281523214223]}"
2824,3875.1666666666665,3166.8333333333335,2433.5555555555557,4155.222222222223,-16.242991260270536,-9.117726478769965,"{""type"":""Point"",""coordinates"":[80.58369451314606,25.58150704715248]}"
2825,3231.8611111111113,2558.472222222222,1967.4722222222222,3672.8333333333335,-15.722470110211983,-9.503162781458938,"{""type"":""Point"",""coordinates"":[77.82315339185554,29.57246063116705]}"
2826,3387.5079365079364,2679.84126984127,1900.111111111111,3389.4285714285716,-15.018891111974865,-8.364611913281012,"{""type"":""Point"",""coordinates"":[80.92990530545104,28.381708625852415]}"
2827,3390.222222222222,2907.4166666666665,2234.972222222222,3738.8055555555557,-18.515714044343692,-11.005894152072376,"{""type"":""Point"",""coordinates"":[77.54053135710444,28.157998753065154]}"
2828,3586.3947368421054,2963.0526315789475,2207.5263157894738,3917.5789473684213,-16.692695719133948,-9.565141096629606,"{""type"":""Point"",""coordinates"":[79.18392535810551,28.09421871731408]}"
2829,3623.3333333333335,2985.722222222222,2221.3055555555557,3674.222222222222,-17.115284635714815,-10.38221949224316,"{""type"":""Point"",""coordinates"":[82.4258134810267,27.282802273758]}"
2830,3894.560975609756,3301.7804878048782,2328.1951219512193,4047.0243902439024,-17.524738662393883,-10.722019178302574,"{""type"":""Point"",""coordinates"":[79.63439936381626,27.794286896048217]}"
2831,3570.4324324324325,2959.189189189189,2222.2162162162163,4039.2972972972975,-16.751947153772367,-10.125640513345186,"{""type"":""Point"",""coordinates"":[79.6812536593907,26.33805187557859]}"
2832,3275.1111111111113,2747.277777777778,2076.8611111111113,3627.3888888888887,-17.917529405841954,-10.462424415615269,"{""type"":""Point"",""coordinates"":[77.70862852090131,28.50744791721949]}"
2833,3183.277777777778,2554.277777777778,1953.138888888889,3682.027777777778,-16.54013337036229,-9.748662692705944,"{""type"":""Point"",""coordinates"":[77.26927242693023,29.016464982307337]}"
2834,3151.5757575757575,2544.6060606060605,2009.560606060606,3242.712121212121,-15.146227396198462,-8.517158796530913,"{""type"":""Point"",""coordinates"":[80.6124343769811,28.40375260179281]}"
2835,3617.6171875,2980.9921875,2080.078125,3590.828125,-16.987758107448993,-9.760774018429903,"{""type"":""Point"",""coordinates"":[78.83704068801286,24.3664890242259]}"
2836,3652.8529411764707,3030.5588235294117,2200.6617647058824,4005.3529411764707,-16.59841167845565,-10.341205710932213,"{""type"":""Point"",""coordinates"":[80.40765182443155,26.939231470255756]}"
2837,3921.2753623188405,3255.608695652174,2550.9565217391305,4247.086956521739,-17.00897345360952,-10.262989402824836,"{""type"":""Point"",""coordinates"":[82.36564854664196,26.032207296678294]}"
2838,3715.7586206896553,3201.3793103448274,2219.793103448276,3648.551724137931,-17.045585792623232,-9.623913577736214,"{""type"":""Point"",""coordinates"":[83.33514674413807,27.299586852518832]}"
2839,3429.9444444444443,2704.1666666666665,2012.1666666666667,3609.722222222222,-16.15842987731123,-9.67886620339858,"{""type"":""Point"",""coordinates"":[82.24080011910964,27.287066763012152]}"
2840,3247.6835443037976,2542.3797468354433,1887.4303797468353,3819.0759493670885,-15.782031755467772,-9.566396360541896,"{""type"":""Point"",""coordinates"":[78.4165705596962,28.747710397046742]}"
2841,3313.96875,2902.5625,2414.71875,3289.96875,-17.681085654737437,-10.754665088962115,"{""type"":""Point"",""coordinates"":[83.41385472037817,26.637402415285553]}"
2842,3790.2727272727275,3180.4242424242425,2391.712121212121,3802.212121212121,-17.94660733853071,-10.79385652095843,"{""type"":""Point"",""coordinates"":[84.15076969881986,25.93640229973035]}"
2843,2964.9032258064517,2393.5806451612902,1811.8709677419354,3531.7419354838707,-15.676281297002323,-9.45640216789122,"{""type"":""Point"",""coordinates"":[77.52926086378328,30.148218758332856]}"
2844,3676.825,3531.85,2993.15,3306.625,-21.281347654331903,-12.904848450917607,"{""type"":""Point"",""coordinates"":[79.26825616689457,27.70405804884799]}"
2845,3378.777777777778,2946.5833333333335,2465.527777777778,3531.5555555555557,-15.202397855505932,-5.771230403314785,"{""type"":""Point"",""coordinates"":[77.28183789954298,28.76055817603681]}"
2846,3620.5443037974683,2977.240506329114,2177.974683544304,4063.4303797468356,-17.140660418562998,-10.428194300685762,"{""type"":""Point"",""coordinates"":[79.24075955492097,27.9868364623884]}"
2847,3042.5925925925926,2452.9753086419755,1873.567901234568,3502.259259259259,-15.495698392317998,-8.992293754491373,"{""type"":""Point"",""coordinates"":[80.03826188058652,27.825282735699]}"
2848,3749.837837837838,3174.9189189189187,2354.2162162162163,4269.783783783784,-17.12864708005005,-9.851328889801948,"{""type"":""Point"",""coordinates"":[79.96447079520875,26.938081606548515]}"
2849,3234.5675675675675,2563.054054054054,1985.5135135135135,3553.5945945945946,-18.171626639906187,-11.055404782820796,"{""type"":""Point"",""coordinates"":[81.94289891884918,25.065072354649892]}"
2850,2800.0232558139537,2575.5813953488373,2497.3372093023254,2778.453488372093,-21.50897748108788,-13.37135709108493,"{""type"":""Point"",""coordinates"":[78.69488391853741,28.007040258994362]}"
2851,3565.134328358209,2888.5223880597014,2149.6567164179105,3669.9701492537315,-17.066839104817717,-10.085353008743867,"{""type"":""Point"",""coordinates"":[83.44905335155948,26.13351878122205]}"
2852,3653.342857142857,2951.285714285714,2187.4857142857145,4038.285714285714,-16.949031868104107,-9.833082964375063,"{""type"":""Point"",""coordinates"":[83.66228742191026,25.7567997471265]}"
2853,3320.3611111111113,2845.75,2219.6666666666665,3460.6111111111113,-15.558571347804241,-9.087557157415969,"{""type"":""Point"",""coordinates"":[77.46952587673033,29.225832840770988]}"
2854,3744.373134328358,3065.0746268656717,2318.955223880597,3802.8805970149256,-16.87333711173074,-10.444590750270539,"{""type"":""Point"",""coordinates"":[82.11381654425765,27.047783132874002]}"
2855,3698.4193548387098,2985.516129032258,2205.6612903225805,3960.7419354838707,-17.554084241609505,-10.519207279066457,"{""type"":""Point"",""coordinates"":[82.58745027059884,26.307972510775983]}"
2856,3758.7464788732395,3022.1408450704225,2468.3802816901407,3809.676056338028,-16.706199264947525,-9.897397673393673,"{""type"":""Point"",""coordinates"":[82.76272054989153,24.39349825641067]}"
2857,4222.184210526316,3661.684210526316,2749.2894736842104,3965.4473684210525,-19.070502712977756,-12.062180375496206,"{""type"":""Point"",""coordinates"":[79.4346850495459,28.072841828741343]}"
2858,3652.3396226415093,3001.9811320754716,2218.132075471698,3757.1603773584907,-17.83340416616966,-10.870938801454532,"{""type"":""Point"",""coordinates"":[83.04531746531462,26.87769548846676]}"
2859,3395.6285714285714,2653.3714285714286,1979.2857142857142,3782.6857142857143,-15.84126479821767,-9.621920417696712,"{""type"":""Point"",""coordinates"":[81.70319079365437,26.819649066123375]}"
2860,3553.2285714285713,2898.9142857142856,2253.714285714286,3951.8285714285716,-18.423532125588284,-10.98057630235851,"{""type"":""Point"",""coordinates"":[83.93064154390684,25.989528587984374]}"
2861,4017.7297297297296,3317.7567567567567,2570.2567567567567,4231.378378378378,-18.56154725015928,-11.242063584924011,"{""type"":""Point"",""coordinates"":[81.11072187666723,26.16929086843866]}"
2862,3518.1739130434785,2807.3333333333335,2166.3478260869565,3815.1159420289855,-17.33827634266631,-10.621092150822761,"{""type"":""Point"",""coordinates"":[83.03406103280687,25.545765916911723]}"
2863,3870.735294117647,3273.1617647058824,2386.1029411764707,3926.220588235294,-16.29610801216527,-9.828952208862678,"{""type"":""Point"",""coordinates"":[80.39940854225571,26.52458482475485]}"
2864,3102.597014925373,2485.7462686567164,1997.0149253731342,3731.89552238806,-15.651800818090434,-9.361410268338618,"{""type"":""Point"",""coordinates"":[77.40625003878091,29.71955038060007]}"
2865,3534.892307692308,2929.076923076923,2243.6,3650.8307692307694,-17.43842319744376,-10.258348603238584,"{""type"":""Point"",""coordinates"":[83.00097073174486,27.12155061054649]}"
2866,3338.1111111111113,2786.0,2149.9166666666665,3593.0,-17.588078180268088,-10.497342136693364,"{""type"":""Point"",""coordinates"":[80.73243076823279,25.67631001290474]}"
2867,3138.027777777778,2547.0555555555557,2117.527777777778,3803.527777777778,-17.051330995616784,-10.299455381852297,"{""type"":""Point"",""coordinates"":[77.25132998239302,29.652197113248146]}"
2868,3536.15625,2954.5,2271.21875,3580.6875,-17.678957510640814,-10.107405416815931,"{""type"":""Point"",""coordinates"":[81.55103430426539,27.416139009204613]}"
2869,3414.457142857143,2703.9714285714285,1921.7714285714285,3751.4285714285716,-15.105525119853706,-8.858358252361864,"{""type"":""Point"",""coordinates"":[80.99337020397765,27.656805811514154]}"
2870,3721.4054054054054,3078.3513513513512,2236.972972972973,3995.972972972973,-17.559459055339637,-10.736865713032204,"{""type"":""Point"",""coordinates"":[79.55727734783112,26.71775173702278]}"
2871,3348.3055555555557,2779.1666666666665,2111.1388888888887,3844.3888888888887,-17.15975858891857,-10.180686009703688,"{""type"":""Point"",""coordinates"":[77.67917174736125,28.546386904725157]}"
2872,3465.64,2802.5466666666666,1988.44,3923.653333333333,-16.300424354876615,-10.004234652915304,"{""type"":""Point"",""coordinates"":[80.44803178701838,27.531679372572253]}"
2873,3305.6388888888887,2936.0833333333335,2472.527777777778,3295.9444444444443,-12.651839431433412,-7.401109175462174,"{""type"":""Point"",""coordinates"":[77.2573439150114,28.772082924021944]}"
2874,3190.675675675676,2701.675675675676,2037.054054054054,3736.162162162162,-18.89058450460357,-11.034911875673462,"{""type"":""Point"",""coordinates"":[77.4861001482547,27.836321305677917]}"
2875,3407.4848484848485,2675.090909090909,2048.030303030303,3749.0757575757575,-16.383153437211334,-9.791877739071332,"{""type"":""Point"",""coordinates"":[82.0249121939701,26.730416532710123]}"
2876,3346.6516129032257,2713.793548387097,2133.6387096774192,3804.8903225806453,-16.17936740779109,-9.459778764387965,"{""type"":""Point"",""coordinates"":[77.94049610628926,28.531954542913436]}"
2877,3376.4594594594596,2866.824324324324,2409.391891891892,3203.4864864864867,-19.339707749114424,-11.871325416057859,"{""type"":""Point"",""coordinates"":[82.40157493797157,24.61160766273596]}"
2878,3629.189189189189,2940.675675675676,2163.7567567567567,4130.972972972973,-17.51158031542428,-10.015947882266452,"{""type"":""Point"",""coordinates"":[80.62786429118886,25.873951452848587]}"
2879,3938.6857142857143,3138.1714285714284,2269.9714285714285,3900.285714285714,-16.643680232932343,-9.95690967708228,"{""type"":""Point"",""coordinates"":[81.21345773863897,26.797652588047484]}"
2880,3688.0,3018.2714285714287,2208.6857142857143,4095.342857142857,-16.290987748365254,-9.464771956298756,"{""type"":""Point"",""coordinates"":[79.92247371111962,26.46475352305422]}"
2881,3267.942857142857,2603.4,2021.7142857142858,3676.8571428571427,-16.012911780861103,-9.647652050655175,"{""type"":""Point"",""coordinates"":[81.91762938832245,26.74721923270269]}"
2882,3742.542857142857,3071.942857142857,2287.6,3988.1428571428573,-17.067911242637066,-9.850875554698726,"{""type"":""Point"",""coordinates"":[83.45526611876075,25.511103235755023]}"
2883,3502.3684210526317,2823.0526315789475,2063.1315789473683,3927.342105263158,-16.55514708637894,-9.906935425291373,"{""type"":""Point"",""coordinates"":[79.08988499600608,28.454626818821865]}"
2884,3447.5205479452056,2686.671232876712,2189.3150684931506,3989.7397260273974,-17.482306517861886,-10.474789536103,"{""type"":""Point"",""coordinates"":[82.99751150993814,24.74868596554319]}"
2885,3659.4883720930234,3019.8372093023254,2276.8837209302324,3787.5581395348836,-17.687685395032844,-10.904075618472806,"{""type"":""Point"",""coordinates"":[79.40142492254468,25.128253607915713]}"
2886,2055.6388888888887,1721.5277777777778,1852.6944444444443,2413.75,-18.978961964853788,-12.913820737601677,"{""type"":""Point"",""coordinates"":[81.1050645913814,28.327282353037557]}"
2887,3186.878787878788,2580.8636363636365,2062.030303030303,3727.212121212121,-17.268928572029594,-10.02844728064249,"{""type"":""Point"",""coordinates"":[84.51209283571035,25.75377473085439]}"
2888,3782.7846153846153,3293.6153846153848,2366.8153846153846,3738.0,-18.840826834750665,-11.56294260975011,"{""type"":""Point"",""coordinates"":[82.7501445577659,27.26235325195447]}"
2889,3585.246575342466,2988.3972602739727,2219.5068493150684,3578.4520547945203,-17.344208337078104,-9.716713368288696,"{""type"":""Point"",""coordinates"":[79.8976121868886,25.66726206345373]}"
2890,3694.95,3057.05,2345.675,4193.2,-16.61815400168652,-9.637863766166644,"{""type"":""Point"",""coordinates"":[79.39949552111408,27.33846803544188]}"
2891,3497.864864864865,2890.6216216216217,2126.9189189189187,3883.108108108108,-16.90316028672104,-10.419041924492532,"{""type"":""Point"",""coordinates"":[79.53333926728277,25.88329027733877]}"
2892,3392.53125,2826.03125,2138.21875,3511.125,-17.174022199408835,-9.685934866939375,"{""type"":""Point"",""coordinates"":[83.73641782179132,26.85803821013088]}"
2893,3503.1908396946565,2768.259541984733,2040.0534351145038,3807.1984732824426,-16.305374103294156,-9.852215058887104,"{""type"":""Point"",""coordinates"":[82.83702981821006,26.196765688018942]}"
2894,3156.4166666666665,2490.6388888888887,1945.5833333333333,3764.8611111111113,-15.937054202225815,-9.489347862319311,"{""type"":""Point"",""coordinates"":[77.65150021912504,29.368884566252852]}"
2895,3869.4242424242425,3178.787878787879,2332.3939393939395,4045.757575757576,-16.14799627575987,-9.326052399108724,"{""type"":""Point"",""coordinates"":[80.85097609219561,26.89928069453506]}"
2896,3586.5675675675675,2946.5945945945946,2192.7567567567567,3986.7567567567567,-17.127411653581586,-10.547451109692283,"{""type"":""Point"",""coordinates"":[79.61320823299711,26.28908255073505]}"
2897,3322.21875,2657.34375,2037.34375,3623.875,-15.499442822262,-8.744667776131479,"{""type"":""Point"",""coordinates"":[83.89079562063272,26.70493117920685]}"
2898,3248.189189189189,2629.2162162162163,2041.1351351351352,3618.5945945945946,-17.14477516263844,-9.657670812022078,"{""type"":""Point"",""coordinates"":[79.19555599140367,25.860025071957637]}"
2899,3569.8225806451615,2918.951612903226,2156.032258064516,3894.2903225806454,-17.986299534448822,-10.945138379377727,"{""type"":""Point"",""coordinates"":[82.70698563697384,26.40402434392056]}"
2900,3817.46875,3455.125,2641.875,3524.21875,-16.05480406212439,-6.248985081266213,"{""type"":""Point"",""coordinates"":[83.22701571841276,26.737177515554738]}"
2901,4002.212121212121,3287.3636363636365,2493.757575757576,3953.7272727272725,-18.268005054653305,-10.968731679359337,"{""type"":""Point"",""coordinates"":[80.759744535146,26.42412597288011]}"
2902,3579.5806451612902,3013.7741935483873,2414.3064516129034,3771.8709677419356,-16.629531156205285,-9.820010167906965,"{""type"":""Point"",""coordinates"":[82.50462062392529,26.698920745264683]}"
2903,3348.409090909091,2669.651515151515,2219.5151515151515,3774.939393939394,-16.25381852359784,-10.019477393037095,"{""type"":""Point"",""coordinates"":[82.07292807066793,26.976977046098693]}"
2904,3113.514705882353,2404.514705882353,1833.7205882352941,3723.4411764705883,-15.669218405938446,-8.987620190444662,"{""type"":""Point"",""coordinates"":[80.46902628720099,26.96864073616417]}"
2905,3844.825,3207.125,2359.425,4244.825,-17.051191362907062,-10.229833414566759,"{""type"":""Point"",""coordinates"":[79.1221207406802,27.46641629426972]}"
2906,3594.162162162162,2974.4594594594596,2234.135135135135,3853.2432432432433,-16.551579389367014,-9.909798145590143,"{""type"":""Point"",""coordinates"":[81.92208210036428,25.211668856152393]}"
2907,3409.3953488372094,2684.6279069767443,1999.046511627907,3898.0697674418607,-15.896336425369684,-9.453827655482755,"{""type"":""Point"",""coordinates"":[78.68558718824046,28.615927635136046]}"
2908,3398.5555555555557,2681.9444444444443,2068.4444444444443,3652.5833333333335,-15.910993783850994,-9.437376911500383,"{""type"":""Point"",""coordinates"":[82.2988926488285,27.166006382628034]}"
2909,3255.7631578947367,2628.5,2025.9473684210527,3786.1315789473683,-16.392241388828577,-9.681732109568937,"{""type"":""Point"",""coordinates"":[79.15684041567447,28.625382809042193]}"
2910,3950.969696969697,3288.6363636363635,2403.5757575757575,4183.333333333333,-16.463982744783113,-9.749852856599386,"{""type"":""Point"",""coordinates"":[80.43835554998559,26.3431098904761]}"
2911,3352.8676470588234,2703.455882352941,2103.720588235294,3656.25,-14.98220866784997,-8.201044483137933,"{""type"":""Point"",""coordinates"":[81.10556834005905,27.959049703477987]}"
